"시도별","산업별","항목","시점",데이터
"경기도","한식 육류 요리 전문점","10～19석","2017",928
"경기도","한식 육류 요리 전문점","10～19석","2018",610
"경기도","한식 육류 요리 전문점","10～19석","2019",1760
"경기도","한식 육류 요리 전문점","20～29석","2017",2972
"경기도","한식 육류 요리 전문점","20～29석","2018",2183
"경기도","한식 육류 요리 전문점","20～29석","2019",857
"경기도","한식 육류 요리 전문점","30～49석","2017",3097
"경기도","한식 육류 요리 전문점","30～49석","2018",5640
"경기도","한식 육류 요리 전문점","30～49석","2019",3761
"경기도","한식 육류 요리 전문점","50～99석","2017",3932
"경기도","한식 육류 요리 전문점","50～99석","2018",4238
"경기도","한식 육류 요리 전문점","50～99석","2019",6583
"경기도","한식 육류 요리 전문점","100석 이상","2017",2099
"경기도","한식 육류 요리 전문점","100석 이상","2018",2261
"경기도","한식 육류 요리 전문점","100석 이상","2019",2106
"경기도","한식 해산물 요리 전문점","사업체수","2017",4694
"경기도","한식 해산물 요리 전문점","사업체수","2018",4817
"경기도","한식 해산물 요리 전문점","사업체수","2019",4782
"경기도","한식 해산물 요리 전문점","9석 이하","2017",135
"경기도","한식 해산물 요리 전문점","9석 이하","2018",0
"경기도","한식 해산물 요리 전문점","9석 이하","2019",566
"경기도","한식 해산물 요리 전문점","10～19석","2017",300
"경기도","한식 해산물 요리 전문점","10～19석","2018",588
"경기도","한식 해산물 요리 전문점","10～19석","2019",775
"경기도","한식 해산물 요리 전문점","20～29석","2017",1111
"경기도","한식 해산물 요리 전문점","20～29석","2018",1272
"경기도","한식 해산물 요리 전문점","20～29석","2019",149
"경기도","한식 해산물 요리 전문점","30～49석","2017",1047
"경기도","한식 해산물 요리 전문점","30～49석","2018",1202
"경기도","한식 해산물 요리 전문점","30～49석","2019",1153
"경기도","한식 해산물 요리 전문점","50～99석","2017",1786
"경기도","한식 해산물 요리 전문점","50～99석","2018",1484
"경기도","한식 해산물 요리 전문점","50～99석","2019",1561
"경기도","한식 해산물 요리 전문점","100석 이상","2017",314
"경기도","한식 해산물 요리 전문점","100석 이상","2018",271
"경기도","한식 해산물 요리 전문점","100석 이상","2019",578
"경기도","외국식 음식점업","사업체수","2017",10949
"경기도","외국식 음식점업","사업체수","2018",11764
"경기도","외국식 음식점업","사업체수","2019",12748
"경기도","외국식 음식점업","9석 이하","2017",262
"경기도","외국식 음식점업","9석 이하","2018",477
"경기도","외국식 음식점업","9석 이하","2019",537
"경기도","외국식 음식점업","10～19석","2017",2237
"경기도","외국식 음식점업","10～19석","2018",1174
"경기도","외국식 음식점업","10～19석","2019",2757
"경기도","외국식 음식점업","20～29석","2017",2026
"경기도","외국식 음식점업","20～29석","2018",2689
"경기도","외국식 음식점업","20～29석","2019",2049
"경기도","외국식 음식점업","30～49석","2017",3545
"경기도","외국식 음식점업","30～49석","2018",4160
"경기도","외국식 음식점업","30～49석","2019",4279
"경기도","외국식 음식점업","50～99석","2017",2013
"경기도","외국식 음식점업","50～99석","2018",2473
"경기도","외국식 음식점업","50～99석","2019",2254
"경기도","외국식 음식점업","100석 이상","2017",866
"경기도","외국식 음식점업","100석 이상","2018",790
"경기도","외국식 음식점업","100석 이상","2019",873
"경기도","중식 음식점업","사업체수","2017",5232
"경기도","중식 음식점업","사업체수","2018",5168
"경기도","중식 음식점업","사업체수","2019",5595
"경기도","중식 음식점업","9석 이하","2017",184
"경기도","중식 음식점업","9석 이하","2018",0
"경기도","중식 음식점업","9석 이하","2019",227
"경기도","중식 음식점업","10～19석","2017",1300
"경기도","중식 음식점업","10～19석","2018",256
"경기도","중식 음식점업","10～19석","2019",1155
"경기도","중식 음식점업","20～29석","2017",1109
"경기도","중식 음식점업","20～29석","2018",1210
"경기도","중식 음식점업","20～29석","2019",950
"경기도","중식 음식점업","30～49석","2017",1497
"경기도","중식 음식점업","30～49석","2018",2411
"경기도","중식 음식점업","30～49석","2019",1859
"경기도","중식 음식점업","50～99석","2017",985
"경기도","중식 음식점업","50～99석","2018",944
"경기도","중식 음식점업","50～99석","2019",1047
"경기도","중식 음식점업","100석 이상","2017",158
"경기도","중식 음식점업","100석 이상","2018",348
"경기도","중식 음식점업","100석 이상","2019",357
"경기도","일식 음식점업","사업체수","2017",2587
"경기도","일식 음식점업","사업체수","2018",2945
"경기도","일식 음식점업","사업체수","2019",3040
"경기도","일식 음식점업","9석 이하","2017",78
"경기도","일식 음식점업","9석 이하","2018",0
"경기도","일식 음식점업","9석 이하","2019",192
"경기도","일식 음식점업","10～19석","2017",624
"경기도","일식 음식점업","10～19석","2018",622
"경기도","일식 음식점업","10～19석","2019",860
"경기도","일식 음식점업","20～29석","2017",575
"경기도","일식 음식점업","20～29석","2018",836
"경기도","일식 음식점업","20～29석","2019",477
"경기도","일식 음식점업","30～49석","2017",716
"경기도","일식 음식점업","30～49석","2018",721
"경기도","일식 음식점업","30～49석","2019",1002
"경기도","일식 음식점업","50～99석","2017",363
"경기도","일식 음식점업","50～99석","2018",685
"경기도","일식 음식점업","50～99석","2019",442
"경기도","일식 음식점업","100석 이상","2017",233
"경기도","일식 음식점업","100석 이상","2018",82
"경기도","일식 음식점업","100석 이상","2019",68
"경기도","서양식 음식점업","사업체수","2017",2124
"경기도","서양식 음식점업","사업체수","2018",2357
"경기도","서양식 음식점업","사업체수","2019",2673
"경기도","서양식 음식점업","9석 이하","2017",-
"경기도","서양식 음식점업","9석 이하","2018",246
"경기도","서양식 음식점업","9석 이하","2019",0
"경기도","서양식 음식점업","10～19석","2017",286
"경기도","서양식 음식점업","10～19석","2018",0
"경기도","서양식 음식점업","10～19석","2019",504
"경기도","서양식 음식점업","20～29석","2017",136
"경기도","서양식 음식점업","20～29석","2018",644
"경기도","서양식 음식점업","20～29석","2019",503
"경기도","서양식 음식점업","30～49석","2017",857
"경기도","서양식 음식점업","30～49석","2018",847
"경기도","서양식 음식점업","30～49석","2019",842
"경기도","서양식 음식점업","50～99석","2017",389
"경기도","서양식 음식점업","50～99석","2018",311
"경기도","서양식 음식점업","50～99석","2019",488
"경기도","서양식 음식점업","100석 이상","2017",456
"경기도","서양식 음식점업","100석 이상","2018",310
"경기도","서양식 음식점업","100석 이상","2019",336
"경기도","기타 외국식 음식점업","사업체수","2017",1006
"경기도","기타 외국식 음식점업","사업체수","2018",1294
"경기도","기타 외국식 음식점업","사업체수","2019",1440
"경기도","기타 외국식 음식점업","9석 이하","2017",-
"경기도","기타 외국식 음식점업","9석 이하","2018",231
"경기도","기타 외국식 음식점업","9석 이하","2019",119
"경기도","기타 외국식 음식점업","10～19석","2017",28
"경기도","기타 외국식 음식점업","10～19석","2018",297
"경기도","기타 외국식 음식점업","10～19석","2019",238
"경기도","기타 외국식 음식점업","20～29석","2017",206
"경기도","기타 외국식 음식점업","20～29석","2018",0
"경기도","기타 외국식 음식점업","20～29석","2019",119
"경기도","기타 외국식 음식점업","30～49석","2017",476
"경기도","기타 외국식 음식점업","30～49석","2018",182
"경기도","기타 외국식 음식점업","30～49석","2019",575
"경기도","기타 외국식 음식점업","50～99석","2017",276
"경기도","기타 외국식 음식점업","50～99석","2018",532
"경기도","기타 외국식 음식점업","50～99석","2019",277
"경기도","기타 외국식 음식점업","100석 이상","2017",19
"경기도","기타 외국식 음식점업","100석 이상","2018",52
"경기도","기타 외국식 음식점업","100석 이상","2019",112
"경기도","기관 구내식당업","사업체수","2017",2725
"경기도","기관 구내식당업","사업체수","2018",2754
"경기도","기관 구내식당업","사업체수","2019",2719
"경기도","기관 구내식당업","9석 이하","2017",245
"경기도","기관 구내식당업","9석 이하","2018",143
"경기도","기관 구내식당업","9석 이하","2019",86
"경기도","기관 구내식당업","10～19석","2017",74
"경기도","기관 구내식당업","10～19석","2018",131
"경기도","기관 구내식당업","10～19석","2019",118
"경기도","기관 구내식당업","20～29석","2017",118
"경기도","기관 구내식당업","20～29석","2018",0
"경기도","기관 구내식당업","20～29석","2019",0
"경기도","기관 구내식당업","30～49석","2017",237
"경기도","기관 구내식당업","30～49석","2018",393
"경기도","기관 구내식당업","30～49석","2019",447
"경기도","기관 구내식당업","50～99석","2017",911
"경기도","기관 구내식당업","50～99석","2018",916
"경기도","기관 구내식당업","50～99석","2019",743
"경기도","기관 구내식당업","100석 이상","2017",1139
"경기도","기관 구내식당업","100석 이상","2018",1171
"경기도","기관 구내식당업","100석 이상","2019",1325
"경기도","기관 구내식당업","사업체수","2017",2725
"경기도","기관 구내식당업","사업체수","2018",2754
"경기도","기관 구내식당업","사업체수","2019",2719
"경기도","기관 구내식당업","9석 이하","2017",245
"경기도","기관 구내식당업","9석 이하","2018",143
"경기도","기관 구내식당업","9석 이하","2019",86
"경기도","기관 구내식당업","10～19석","2017",74
"경기도","기관 구내식당업","10～19석","2018",131
"경기도","기관 구내식당업","10～19석","2019",118
"경기도","기관 구내식당업","20～29석","2017",118
"경기도","기관 구내식당업","20～29석","2018",0
"경기도","기관 구내식당업","20～29석","2019",0
"경기도","기관 구내식당업","30～49석","2017",237
"경기도","기관 구내식당업","30～49석","2018",393
"경기도","기관 구내식당업","30～49석","2019",447
"경기도","기관 구내식당업","50～99석","2017",911
"경기도","기관 구내식당업","50～99석","2018",916
"경기도","기관 구내식당업","50～99석","2019",743
"경기도","기관 구내식당업","100석 이상","2017",1139
"경기도","기관 구내식당업","100석 이상","2018",1171
"경기도","기관 구내식당업","100석 이상","2019",1325
"경기도","출장 및 이동 음식점업","사업체수","2017",123
"경기도","출장 및 이동 음식점업","사업체수","2018",122
"경기도","출장 및 이동 음식점업","사업체수","2019",142
"경기도","출장 및 이동 음식점업","9석 이하","2017",113
"경기도","출장 및 이동 음식점업","9석 이하","2018",117
"경기도","출장 및 이동 음식점업","9석 이하","2019",139
"경기도","출장 및 이동 음식점업","10～19석","2017",-
"경기도","출장 및 이동 음식점업","10～19석","2018",0
"경기도","출장 및 이동 음식점업","10～19석","2019",0
"경기도","출장 및 이동 음식점업","20～29석","2017",1
"경기도","출장 및 이동 음식점업","20～29석","2018",0
"경기도","출장 및 이동 음식점업","20～29석","2019",0
"경기도","출장 및 이동 음식점업","30～49석","2017",-
"경기도","출장 및 이동 음식점업","30～49석","2018",0
"경기도","출장 및 이동 음식점업","30～49석","2019",1
"경기도","출장 및 이동 음식점업","50～99석","2017",-
"경기도","출장 및 이동 음식점업","50～99석","2018",5
"경기도","출장 및 이동 음식점업","50～99석","2019",0
"경기도","출장 및 이동 음식점업","100석 이상","2017",9
"경기도","출장 및 이동 음식점업","100석 이상","2018",0
"경기도","출장 및 이동 음식점업","100석 이상","2019",2
"경기도","출장 음식 서비스업","사업체수","2017",123
"경기도","출장 음식 서비스업","사업체수","2018",122
"경기도","출장 음식 서비스업","사업체수","2019",142
"경기도","출장 음식 서비스업","9석 이하","2017",113
"경기도","출장 음식 서비스업","9석 이하","2018",117
"경기도","출장 음식 서비스업","9석 이하","2019",139
"경기도","출장 음식 서비스업","10～19석","2017",-
"경기도","출장 음식 서비스업","10～19석","2018",0
"경기도","출장 음식 서비스업","10～19석","2019",0
"경기도","출장 음식 서비스업","20～29석","2017",1
"경기도","출장 음식 서비스업","20～29석","2018",0
"경기도","출장 음식 서비스업","20～29석","2019",0
"경기도","출장 음식 서비스업","30～49석","2017",-
"경기도","출장 음식 서비스업","30～49석","2018",0
"경기도","출장 음식 서비스업","30～49석","2019",1
"경기도","출장 음식 서비스업","50～99석","2017",-
"경기도","출장 음식 서비스업","50～99석","2018",5
"경기도","출장 음식 서비스업","50～99석","2019",0
"경기도","출장 음식 서비스업","100석 이상","2017",9
"경기도","출장 음식 서비스업","100석 이상","2018",0
"경기도","출장 음식 서비스업","100석 이상","2019",2
"경기도","기타 간이 음식점업","사업체수","2017",26690
"경기도","기타 간이 음식점업","사업체수","2018",27716
"경기도","기타 간이 음식점업","사업체수","2019",29508
"경기도","기타 간이 음식점업","9석 이하","2017",8103
"경기도","기타 간이 음식점업","9석 이하","2018",10541
"경기도","기타 간이 음식점업","9석 이하","2019",12741
"경기도","기타 간이 음식점업","10～19석","2017",6927
"경기도","기타 간이 음식점업","10～19석","2018",6210
"경기도","기타 간이 음식점업","10～19석","2019",6340
"경기도","기타 간이 음식점업","20～29석","2017",5563
"경기도","기타 간이 음식점업","20～29석","2018",5730
"경기도","기타 간이 음식점업","20～29석","2019",5389
"경기도","기타 간이 음식점업","30～49석","2017",3468
"경기도","기타 간이 음식점업","30～49석","2018",3823
"경기도","기타 간이 음식점업","30～49석","2019",3065
"경기도","기타 간이 음식점업","50～99석","2017",2185
"경기도","기타 간이 음식점업","50～99석","2018",1064
"경기도","기타 간이 음식점업","50～99석","2019",1674
"경기도","기타 간이 음식점업","100석 이상","2017",443
"경기도","기타 간이 음식점업","100석 이상","2018",348
"경기도","기타 간이 음식점업","100석 이상","2019",298
"경기도","제과점업","사업체수","2017",3869
"경기도","제과점업","사업체수","2018",4539
"경기도","제과점업","사업체수","2019",5072
"경기도","제과점업","9석 이하","2017",2027
"경기도","제과점업","9석 이하","2018",2884
"경기도","제과점업","9석 이하","2019",3365
"경기도","제과점업","10～19석","2017",1026
"경기도","제과점업","10～19석","2018",1078
"경기도","제과점업","10～19석","2019",861
"경기도","제과점업","20～29석","2017",533
"경기도","제과점업","20～29석","2018",174
"경기도","제과점업","20～29석","2019",509
"경기도","제과점업","30～49석","2017",86
"경기도","제과점업","30～49석","2018",314
"경기도","제과점업","30～49석","2019",285
"경기도","제과점업","50～99석","2017",177
"경기도","제과점업","50～99석","2018",89
"경기도","제과점업","50～99석","2019",51
"경기도","제과점업","100석 이상","2017",20
"경기도","제과점업","100석 이상","2018",0
"경기도","제과점업","100석 이상","2019",0
"경기도","피자, 햄버거, 샌드위치 및 유사 음식점업","사업체수","2017",4066
"경기도","피자, 햄버거, 샌드위치 및 유사 음식점업","사업체수","2018",4376
"경기도","피자, 햄버거, 샌드위치 및 유사 음식점업","사업체수","2019",4725
"경기도","피자, 햄버거, 샌드위치 및 유사 음식점업","9석 이하","2017",1544
"경기도","피자, 햄버거, 샌드위치 및 유사 음식점업","9석 이하","2018",1810
"경기도","피자, 햄버거, 샌드위치 및 유사 음식점업","9석 이하","2019",1596
"경기도","피자, 햄버거, 샌드위치 및 유사 음식점업","10～19석","2017",1012
"경기도","피자, 햄버거, 샌드위치 및 유사 음식점업","10～19석","2018",697
"경기도","피자, 햄버거, 샌드위치 및 유사 음식점업","10～19석","2019",390
"경기도","피자, 햄버거, 샌드위치 및 유사 음식점업","20～29석","2017",133
"경기도","피자, 햄버거, 샌드위치 및 유사 음식점업","20～29석","2018",414
"경기도","피자, 햄버거, 샌드위치 및 유사 음식점업","20～29석","2019",779
"경기도","피자, 햄버거, 샌드위치 및 유사 음식점업","30～49석","2017",533
"경기도","피자, 햄버거, 샌드위치 및 유사 음식점업","30～49석","2018",856
"경기도","피자, 햄버거, 샌드위치 및 유사 음식점업","30～49석","2019",582
"경기도","피자, 햄버거, 샌드위치 및 유사 음식점업","50～99석","2017",649
"경기도","피자, 햄버거, 샌드위치 및 유사 음식점업","50～99석","2018",382
"경기도","피자, 햄버거, 샌드위치 및 유사 음식점업","50～99석","2019",1165
"경기도","피자, 햄버거, 샌드위치 및 유사 음식점업","100석 이상","2017",194
"경기도","피자, 햄버거, 샌드위치 및 유사 음식점업","100석 이상","2018",217
"경기도","피자, 햄버거, 샌드위치 및 유사 음식점업","100석 이상","2019",213
"경기도","치킨 전문점","사업체수","2017",8673
"경기도","치킨 전문점","사업체수","2018",8295
"경기도","치킨 전문점","사업체수","2019",8598
"경기도","치킨 전문점","9석 이하","2017",2325
"경기도","치킨 전문점","9석 이하","2018",3007
"경기도","치킨 전문점","9석 이하","2019",3443
"경기도","치킨 전문점","10～19석","2017",2206
"경기도","치킨 전문점","10～19석","2018",740
"경기도","치킨 전문점","10～19석","2019",2583
"경기도","치킨 전문점","20～29석","2017",1743
"경기도","치킨 전문점","20～29석","2018",1851
"경기도","치킨 전문점","20～29석","2019",1616
"경기도","치킨 전문점","30～49석","2017",1486
"경기도","치킨 전문점","30～49석","2018",2151
"경기도","치킨 전문점","30～49석","2019",892
"경기도","치킨 전문점","50～99석","2017",788
"경기도","치킨 전문점","50～99석","2018",471
"경기도","치킨 전문점","50～99석","2019",32
"경기도","치킨 전문점","100석 이상","2017",126
"경기도","치킨 전문점","100석 이상","2018",76
"경기도","치킨 전문점","100석 이상","2019",33
"경기도","김밥 및 기타 간이 음식점업","사업체수","2017",8754
"경기도","김밥 및 기타 간이 음식점업","사업체수","2018",9166
"경기도","김밥 및 기타 간이 음식점업","사업체수","2019",9630
"경기도","김밥 및 기타 간이 음식점업","9석 이하","2017",1418
"경기도","김밥 및 기타 간이 음식점업","9석 이하","2018",1537
"경기도","김밥 및 기타 간이 음식점업","9석 이하","2019",3028
"경기도","김밥 및 기타 간이 음식점업","10～19석","2017",2401
"경기도","김밥 및 기타 간이 음식점업","10～19석","2018",3695
"경기도","김밥 및 기타 간이 음식점업","10～19석","2019",2506
"경기도","김밥 및 기타 간이 음식점업","20～29석","2017",3051
"경기도","김밥 및 기타 간이 음식점업","20～29석","2018",3288
"경기도","김밥 및 기타 간이 음식점업","20～29석","2019",2478
"경기도","김밥 및 기타 간이 음식점업","30～49석","2017",1340
"경기도","김밥 및 기타 간이 음식점업","30～49석","2018",503
"경기도","김밥 및 기타 간이 음식점업","30～49석","2019",1156
"경기도","김밥 및 기타 간이 음식점업","50～99석","2017",470
"경기도","김밥 및 기타 간이 음식점업","50～99석","2018",122
"경기도","김밥 및 기타 간이 음식점업","50～99석","2019",427
"경기도","김밥 및 기타 간이 음식점업","100석 이상","2017",73
"경기도","김밥 및 기타 간이 음식점업","100석 이상","2018",21
"경기도","김밥 및 기타 간이 음식점업","100석 이상","2019",34
"경기도","간이 음식 포장 판매 전문점","사업체수","2017",1328
"경기도","간이 음식 포장 판매 전문점","사업체수","2018",1340
"경기도","간이 음식 포장 판매 전문점","사업체수","2019",1483
"경기도","간이 음식 포장 판매 전문점","9석 이하","2017",789
"경기도","간이 음식 포장 판매 전문점","9석 이하","2018",1303
"경기도","간이 음식 포장 판매 전문점","9석 이하","2019",1309
"경기도","간이 음식 포장 판매 전문점","10～19석","2017",282
"경기도","간이 음식 포장 판매 전문점","10～19석","2018",0
"경기도","간이 음식 포장 판매 전문점","10～19석","2019",0
"경기도","간이 음식 포장 판매 전문점","20～29석","2017",101
"경기도","간이 음식 포장 판매 전문점","20～29석","2018",2
"경기도","간이 음식 포장 판매 전문점","20～29석","2019",6
"경기도","간이 음식 포장 판매 전문점","30～49석","2017",23
"경기도","간이 음식 포장 판매 전문점","30～49석","2018",0
"경기도","간이 음식 포장 판매 전문점","30～49석","2019",150
"경기도","간이 음식 포장 판매 전문점","50～99석","2017",101
"경기도","간이 음식 포장 판매 전문점","50～99석","2018",0
"경기도","간이 음식 포장 판매 전문점","50～99석","2019",0
"경기도","간이 음식 포장 판매 전문점","100석 이상","2017",30
"경기도","간이 음식 포장 판매 전문점","100석 이상","2018",35
"경기도","간이 음식 포장 판매 전문점","100석 이상","2019",18
"경기도","주점 및 비알코올 음료점업","사업체수","2017",38158
"경기도","주점 및 비알코올 음료점업","사업체수","2018",40071
"경기도","주점 및 비알코올 음료점업","사업체수","2019",41687
"경기도","주점 및 비알코올 음료점업","9석 이하","2017",2820
"경기도","주점 및 비알코올 음료점업","9석 이하","2018",3186
"경기도","주점 및 비알코올 음료점업","9석 이하","2019",6300
"경기도","주점 및 비알코올 음료점업","10～19석","2017",8447
"경기도","주점 및 비알코올 음료점업","10～19석","2018",8837
"경기도","주점 및 비알코올 음료점업","10～19석","2019",9425
"경기도","주점 및 비알코올 음료점업","20～29석","2017",9499
"경기도","주점 및 비알코올 음료점업","20～29석","2018",11514
"경기도","주점 및 비알코올 음료점업","20～29석","2019",9658
"경기도","주점 및 비알코올 음료점업","30～49석","2017",9003
"경기도","주점 및 비알코올 음료점업","30～49석","2018",9378
"경기도","주점 및 비알코올 음료점업","30～49석","2019",8188
"경기도","주점 및 비알코올 음료점업","50～99석","2017",6427
"경기도","주점 및 비알코올 음료점업","50～99석","2018",5140
"경기도","주점 및 비알코올 음료점업","50～99석","2019",7387
"경기도","주점 및 비알코올 음료점업","100석 이상","2017",1963
"경기도","주점 및 비알코올 음료점업","100석 이상","2018",2015
"경기도","주점 및 비알코올 음료점업","100석 이상","2019",729
"경기도","주점업","사업체수","2017",22836
"경기도","주점업","사업체수","2018",22617
"경기도","주점업","사업체수","2019",21904
"경기도","주점업","9석 이하","2017",1012
"경기도","주점업","9석 이하","2018",1326
"경기도","주점업","9석 이하","2019",2333
"경기도","주점업","10～19석","2017",5765
"경기도","주점업","10～19석","2018",4338
"경기도","주점업","10～19석","2019",4270
"경기도","주점업","20～29석","2017",5228
"경기도","주점업","20～29석","2018",6896
"경기도","주점업","20～29석","2019",6414
"경기도","주점업","30～49석","2017",5372
"경기도","주점업","30～49석","2018",5737
"경기도","주점업","30～49석","2019",4610
"경기도","주점업","50～99석","2017",4241
"경기도","주점업","50～99석","2018",3008
"경기도","주점업","50～99석","2019",3995
"경기도","주점업","100석 이상","2017",1217
"경기도","주점업","100석 이상","2018",1312
"경기도","주점업","100석 이상","2019",282
"경기도","일반 유흥 주점업","사업체수","2017",5755
"경기도","일반 유흥 주점업","사업체수","2018",5343
"경기도","일반 유흥 주점업","사업체수","2019",5401
"경기도","일반 유흥 주점업","9석 이하","2017",479
"경기도","일반 유흥 주점업","9석 이하","2018",473
"경기도","일반 유흥 주점업","9석 이하","2019",793
"경기도","일반 유흥 주점업","10～19석","2017",1528
"경기도","일반 유흥 주점업","10～19석","2018",1375
"경기도","일반 유흥 주점업","10～19석","2019",1472
"경기도","일반 유흥 주점업","20～29석","2017",1704
"경기도","일반 유흥 주점업","20～29석","2018",924
"경기도","일반 유흥 주점업","20～29석","2019",1888
"경기도","일반 유흥 주점업","30～49석","2017",1020
"경기도","일반 유흥 주점업","30～49석","2018",1902
"경기도","일반 유흥 주점업","30～49석","2019",376
"경기도","일반 유흥 주점업","50～99석","2017",705
"경기도","일반 유흥 주점업","50～99석","2018",499
"경기도","일반 유흥 주점업","50～99석","2019",868
"경기도","일반 유흥 주점업","100석 이상","2017",319
"경기도","일반 유흥 주점업","100석 이상","2018",170
"경기도","일반 유흥 주점업","100석 이상","2019",3
"경기도","무도 유흥 주점업","사업체수","2017",408
"경기도","무도 유흥 주점업","사업체수","2018",438
"경기도","무도 유흥 주점업","사업체수","2019",446
"경기도","무도 유흥 주점업","9석 이하","2017",80
"경기도","무도 유흥 주점업","9석 이하","2018",0
"경기도","무도 유흥 주점업","9석 이하","2019",98
"경기도","무도 유흥 주점업","10～19석","2017",40
"경기도","무도 유흥 주점업","10～19석","2018",84
"경기도","무도 유흥 주점업","10～19석","2019",98
"경기도","무도 유흥 주점업","20～29석","2017",122
"경기도","무도 유흥 주점업","20～29석","2018",0
"경기도","무도 유흥 주점업","20～29석","2019",112
"경기도","무도 유흥 주점업","30～49석","2017",-
"경기도","무도 유흥 주점업","30～49석","2018",172
"경기도","무도 유흥 주점업","30～49석","2019",0
"경기도","무도 유흥 주점업","50～99석","2017",103
"경기도","무도 유흥 주점업","50～99석","2018",157
"경기도","무도 유흥 주점업","50～99석","2019",102
"경기도","무도 유흥 주점업","100석 이상","2017",62
"경기도","무도 유흥 주점업","100석 이상","2018",25
"경기도","무도 유흥 주점업","100석 이상","2019",37
"경기도","생맥주 전문점","사업체수","2017",2005
"경기도","생맥주 전문점","사업체수","2018",2147
"경기도","생맥주 전문점","사업체수","2019",2191
"경기도","생맥주 전문점","9석 이하","2017",107
"경기도","생맥주 전문점","9석 이하","2018",123
"경기도","생맥주 전문점","9석 이하","2019",121
"경기도","생맥주 전문점","10～19석","2017",394
"경기도","생맥주 전문점","10～19석","2018",516
"경기도","생맥주 전문점","10～19석","2019",362
"경기도","생맥주 전문점","20～29석","2017",375
"경기도","생맥주 전문점","20～29석","2018",516
"경기도","생맥주 전문점","20～29석","2019",604
"경기도","생맥주 전문점","30～49석","2017",403
"경기도","생맥주 전문점","30～49석","2018",535
"경기도","생맥주 전문점","30～49석","2019",323
"경기도","생맥주 전문점","50～99석","2017",662
"경기도","생맥주 전문점","50～99석","2018",289
"경기도","생맥주 전문점","50～99석","2019",731
"경기도","생맥주 전문점","100석 이상","2017",64
"경기도","생맥주 전문점","100석 이상","2018",168
"경기도","생맥주 전문점","100석 이상","2019",50
"경기도","기타 주점업","사업체수","2017",14668
"경기도","기타 주점업","사업체수","2018",14689
"경기도","기타 주점업","사업체수","2019",13866
"경기도","기타 주점업","9석 이하","2017",346
"경기도","기타 주점업","9석 이하","2018",731
"경기도","기타 주점업","9석 이하","2019",1321
"경기도","기타 주점업","10～19석","2017",3803
"경기도","기타 주점업","10～19석","2018",2363
"경기도","기타 주점업","10～19석","2019",2337
"경기도","기타 주점업","20～29석","2017",3027
"경기도","기타 주점업","20～29석","2018",5456
"경기도","기타 주점업","20～29석","2019",3811
"경기도","기타 주점업","30～49석","2017",3949
"경기도","기타 주점업","30～49석","2018",3128
"경기도","기타 주점업","30～49석","2019",3911
"경기도","기타 주점업","50～99석","2017",2771
"경기도","기타 주점업","50～99석","2018",2063
"경기도","기타 주점업","50～99석","2019",2294
"경기도","기타 주점업","100석 이상","2017",772
"경기도","기타 주점업","100석 이상","2018",949
"경기도","기타 주점업","100석 이상","2019",192
"경기도","비알코올 음료점업","사업체수","2017",15322
"경기도","비알코올 음료점업","사업체수","2018",17454
"경기도","비알코올 음료점업","사업체수","2019",19783
"경기도","비알코올 음료점업","9석 이하","2017",1808
"경기도","비알코올 음료점업","9석 이하","2018",1860
"경기도","비알코올 음료점업","9석 이하","2019",3967
"경기도","비알코올 음료점업","10～19석","2017",2681
"경기도","비알코올 음료점업","10～19석","2018",4499
"경기도","비알코올 음료점업","10～19석","2019",5155
"경기도","비알코올 음료점업","20～29석","2017",4270
"경기도","비알코올 음료점업","20～29석","2018",4619
"경기도","비알코올 음료점업","20～29석","2019",3244
"경기도","비알코올 음료점업","30～49석","2017",3631
"경기도","비알코올 음료점업","30～49석","2018",3641
"경기도","비알코올 음료점업","30～49석","2019",3578
"경기도","비알코올 음료점업","50～99석","2017",2187
"경기도","비알코올 음료점업","50～99석","2018",2132
"경기도","비알코올 음료점업","50～99석","2019",3392
"경기도","비알코올 음료점업","100석 이상","2017",745
"경기도","비알코올 음료점업","100석 이상","2018",704
"경기도","비알코올 음료점업","100석 이상","2019",447
"경기도","커피 전문점","사업체수","2017",12524
"경기도","커피 전문점","사업체수","2018",14672
"경기도","커피 전문점","사업체수","2019",16951
"경기도","커피 전문점","9석 이하","2017",1090
"경기도","커피 전문점","9석 이하","2018",1640
"경기도","커피 전문점","9석 이하","2019",3125
"경기도","커피 전문점","10～19석","2017",2030
"경기도","커피 전문점","10～19석","2018",3965
"경기도","커피 전문점","10～19석","2019",4498
"경기도","커피 전문점","20～29석","2017",3588
"경기도","커피 전문점","20～29석","2018",3868
"경기도","커피 전문점","20～29석","2019",2464
"경기도","커피 전문점","30～49석","2017",3080
"경기도","커피 전문점","30～49석","2018",2653
"경기도","커피 전문점","30～49석","2019",3104
"경기도","커피 전문점","50～99석","2017",2009
"경기도","커피 전문점","50～99석","2018",1982
"경기도","커피 전문점","50～99석","2019",3345
"경기도","커피 전문점","100석 이상","2017",728
"경기도","커피 전문점","100석 이상","2018",564
"경기도","커피 전문점","100석 이상","2019",415
"경기도","기타 비알코올 음료점업","사업체수","2017",2798
"경기도","기타 비알코올 음료점업","사업체수","2018",2782
"경기도","기타 비알코올 음료점업","사업체수","2019",2832
"경기도","기타 비알코올 음료점업","9석 이하","2017",718
"경기도","기타 비알코올 음료점업","9석 이하","2018",220
